instance,topic,distribution
1816-0,38,9.620009620009626E-6
1817-0,38,7.716049382716055E-6
1818-0,38,7.66283524904215E-6
1819-0,38,7.4239049740163365E-6
1820-0,38,9.811135638950212E-6
1821-0,38,6.082725060827253E-6
1822-0,38,8.21018062397373E-6
1823-0,38,5.4421768707483014E-6
1824-0,38,4.2666666666666685E-6
1825-0,38,3.763289114686237E-6
1826-0,38,4.456327985739752E-6
1827-0,38,5.134129123347454E-6
1828-0,38,4.612014297244323E-6
1829-0,38,3.210530540171764E-6
1830-0,38,2.2341376228775696E-6
1831-0,38,4.673443159247577E-6
1832-0,38,4.2886244237160944E-6
1833-0,38,4.319187992657382E-6
1834-0,38,2.6497085320614737E-6
1835-0,38,3.2260666182756683E-6
1836-0,38,2.7605244996549353E-6
1837-0,38,2.8878781315428497E-6
1838-0,38,2.8117531280753556E-6
1839-0,38,2.48849073037203E-6
1840-0,38,2.7476500361532907E-4
1841-0,38,4.089979550102251E-6
1842-0,38,3.935458480913028E-6
1843-0,38,4.15757197796487E-6
1844-0,38,3.548930884571024E-6
1845-0,38,2.029426686960934E-6
1846-0,38,1.7928376137331364E-6
1847-0,38,2.007125294796528E-6
1848-0,38,1.5410695022345503E-6
1849-0,38,4.263937746508903E-6
1850-0,38,4.071246819338424E-6
1851-0,38,2.4894199651481212E-6
1852-0,38,3.2986970146792025E-6
1853-0,38,3.3142762449250154E-6
1854-0,38,3.0857054694129453E-6
1855-0,38,2.7249812657537986E-6
1856-0,38,3.063021670878322E-6
1857-0,38,2.4211609466739305E-6
1858-0,38,1.9969047975637765E-6
1859-0,38,2.6806058169146234E-6
1860-0,38,2.384358607534574E-6
1861-0,38,4.822182037371913E-6
1862-0,38,4.574042309891367E-6
1863-0,38,5.216484089723529E-6
1864-0,38,5.4421768707483014E-6
1865-0,38,3.879352148191253E-6
1866-0,38,4.575611988103411E-6
1867-0,38,2.90486564996369E-6
1868-0,38,3.2881216605014394E-6
1869-0,38,4.2341484069016635E-6
1870-0,38,3.7707390648567133E-6
1871-0,38,4.938271604938273E-6
1872-0,38,3.127687856751897E-6
1873-0,38,3.2938076416337295E-6
1874-0,38,5.088029652093337E-4
1875-0,38,2.6936026936026943E-6
1876-0,38,4.8256725781155764E-6
1877-0,38,2.987527074464113E-6
1878-0,38,4.190236748376285E-6
1879-0,38,2.8182907066863954E-6
1880-0,38,2.361553902467824E-6
1881-0,38,2.4559464603671647E-6
1882-0,38,3.2647730982696712E-6
1883-0,38,3.945940613593766E-6
1884-0,38,3.5736621102474774E-6
1885-0,38,1.6108896137892151E-6
1886-0,38,2.0872469213107916E-6
1887-0,38,6.187161639597838E-6
1888-0,38,2.4362019611425792E-6
1889-0,38,2.4714241581711467E-6
1890-0,38,2.7277686852154943E-6
1891-0,38,2.0592020592020598E-6
1892-0,38,1.8414198316070028E-4
1893-0,38,2.4636610002463665E-6
